A_fum_AF100-10_5,SRR12763128
A_fum_AF100-10B,SRR12763127
A_fum_AF100-11_3,SRR12763116
A_fum_AF100-11A,SRR12763105
A_fum_AF100-11B,SRR12763094
A_fum_AF100-12_10,SRR12763083
A_fum_AF100-12_2,SRR12763079
A_fum_AF100-12_21,SRR12763078
A_fum_AF100-12_24,SRR12763077
A_fum_AF100-12_37,SRR12763076
A_fum_AF100-12_3G,SRR12763126
A_fum_AF100-12_5,SRR12763125
A_fum_AF100-12_7,SRR12763124
A_fum_AF100-12_7G,SRR12763123
A_fum_AF100-1_14,SRR12763101
A_fum_AF100-1_20_C,SRR12763100
A_fum_AF100-1_24,SRR12763099
A_fum_AF100-1_3,SRR12763098
A_fum_AF100-1_8,SRR12763097
A_fum_AF100-12_9,SRR12763096
A_fum_AF100-2B,SRR12763095
A_fum_AF100-3B,SRR12763093
A_fum_AF100-4B,SRR12763092
A_fum_AF100-5B,SRR12763091
A_fum_AF100-6B,SRR12763090
A_fum_AF100-7B,SRR12763089
A_fum_AF100-8B,SRR12763088
A_fum_AF100-9B,SRR12763087
A_fum_AF1001_15,SRR12763086
A_fum_AFIS_13708_CDC-14,SRR12763122
A_fum_AFIS_2302_CDC-18,SRR12763121
A_fum_AFIS_23107_CDC-12,SRR12763120
A_fum_AFIS1435CDC_6,SRR12763119
A_fum_AFUG_031815-1869,SRR12763118
A_fum_AFUG_082015-1200,SRR12763117
A_fum_AFUG_100413-0667,SRR12763115
A_fum_B10540_CDC-20,SRR12763114
A_fum_B1821_CDC-8,SRR12763113
A_fum_B5224_CDC-21,SRR12763112
A_fum_B5258CDC_22,SRR12763111
A_fum_B5259_CDC-23,SRR12763110
A_fum_B5269_CDC-24,SRR12763109
A_fum_B5288_CDC-16,SRR12763108
A_fum_B5289_CDC-25,SRR12763107
A_fum_B5460_CDC-13,SRR12763106
A_fum_B5461_CDC-2,SRR12763104
A_fum_B5960CDC_29,SRR12763103
A_fum_B8783_CDC-17,SRR12763102
A_fum_Mg18-1,SRR12763085
A_fum_Moose_3_1_2,SRR12763084
A_fum_Oryx_1,SRR12763082
A_fum_84_NIH,SRR12763081
A_fum_204NB-8,SRR12763080
08.12.12.13,ERR769506
08.19.02.10,ERR769513
08.19.02.30,ERR769510
08.19.02.46,ERR769512
08.31.08.91,ERR769508
08.36.03.25,ERR769507
9.7500806,ERR769502
10.01.02.27,ERR769511
12.750522,ERR769501
1F1SW_F4,SRR4002444
AF210,SRR068951
AF293,SRR7418931
AF300,"ERR232419, ERR232420"
ATCC46645,SRR7418935
Af10,SRR334209
Afu_942.09,ERS663180
CEA10.2,SRR7418934
CM2141,SRR7418947
CM237,SRR7418942
CM2495,SRR7418930
CM2730,SRR7418924
CM3248,SRR7418945
CM3249,SRR7418926
CM3249b,SRR7418929
CM4946,SRR7418948
CM5419,SRR7418944
CM5757,SRR7418949
CM6126,SRR7418937
CM6458,SRR7418936
CM7510,SRR7418939
CM7555,SRR7418938
CM7632,SRR7418941
F18304,ERR232439
F18329,ERR232418
F18454,ERR232412
F20063,ERR232436
F20140,ERR232413
F20451,ERR232437
F21572,ERR232440
F21732,ERR232414
F21857,ERR232421
IFM_55369,DRS013318
IFM_58026,DRS015319
IFM_58029,DRS015320
IFM_58401,DRS015320
IFM_59056,DRS013319
IFM_59073,DRS013323
IFM_59359,DRS013320
IFM_59361,DRS013321
IFM_59365,DRS015322
IFM_59777,DRS015323
IFM_60514,DRS013322
IFM_61118,DRS015324
IFM_61407,DRS013324
IFM_61578,DRS015325
IFM_61610,DRS013325
IFM_62115,DRS015326
IFM_62516,"DRR017559, DRR017560, DRR017561"
ISSF_21,SRR4002443
LMB.35Aa,SRS1175213
NCPF.7811,SRS183325
NCPF.7816,SRS183324
NCPF.7820,SRS183326
NCPF.7822,SRS183327
TP12,SRS3453364
TP32,SRS3453358
V130.15,SRR8759700
akuBKU80,SRS3453372
